Id,SalePrice
1461,12.106019794441105
1462,12.18221122432367
1463,12.192831693104537
1464,12.231359214556182
1465,12.565111511559566
1466,12.191692264132802
1467,12.183471649275948
1468,12.191800252961555
1469,12.242597322215161
1470,12.094575541896834
1471,12.239373625911368
1472,11.99432188813489
1473,11.996098144058621
1474,12.238241926182086
1475,12.099289468296716
1476,12.694425403214218
1477,12.555431665107504
1478,12.576443507210884
1479,12.47657325858858
1480,12.723395422324062
1481,12.52071558808191
1482,12.433332423506604
1483,12.148049955257566
1484,12.200026270765298
1485,12.28372226898066
1486,12.328682847847293
1487,12.564399891675201
1488,12.571752389517426
1489,12.440487118943613
1490,12.374408310031889
1491,12.36263805333685
1492,12.029411585784258
1493,12.186719254378485
1494,12.663998138150337
1495,12.521155740157752
1496,12.397007437951913
1497,12.391748093127093
1498,12.464580903056179
1499,12.485418935987802
1500,12.398727956442103
1501,12.377932648985517
1502,12.374790376164254
1503,12.746687998597348
1504,12.558117491886442
1505,12.445471112053172
1506,12.217718604847349
1507,12.39536423639059
1508,12.230931475290479
1509,12.278648964774018
1510,12.172957865420516
1511,12.175328466611495
1512,12.194927743246543
1513,12.24781583831386
1514,12.093451490808892
1515,12.168207984298494
1516,12.225325950940714
1517,12.09138512791963
1518,12.123774981520357
1519,12.312900156798635
1520,12.103365032676699
1521,12.08875679372986
1522,12.27272749756751
1523,11.998365081837395
1524,11.978183054236558
1525,12.04299932722129
1526,12.007927482604423
1527,11.968097292451914
1528,12.154361919663714
1529,12.192269198967947
1530,12.168874560655555
1531,12.029595381355794
1532,12.042861081652786
1533,12.263434534992076
1534,12.086446319812197
1535,12.17452536025002
1536,12.10259356944591
1537,12.015396517299301
1538,12.522169246903127
1539,12.560145514039144
1540,12.14482285630446
1541,12.315103831687393
1542,12.101161965495347
1543,12.400140760692182
1544,11.816546924082312
1545,12.009776557241146
1546,12.09889539889354
1547,11.998129279366148
1548,12.113877849863957
1549,12.094623093567321
1550,12.160178513926292
1551,12.195901921454618
1552,12.322977678024483
1553,12.24338880144922
1554,12.23933159776358
1555,12.04660125639871
1556,11.818675920100889
1557,12.092118704748628
1558,12.109324095042819
1559,11.69597014923755
1560,12.266599539106666
1561,11.992954648629606
1562,12.135069902976646
1563,12.173326617255869
1564,12.212983153710304
1565,12.305398759234542
1566,12.254959459643834
1567,12.007236981344343
1568,12.115071338100813
1569,11.920737582485208
1570,12.025029126485835
1571,11.969415108304503
1572,12.034194523032312
1573,12.291294785783085
1574,11.973805501470443
1575,12.376605877105444
1576,12.366302819878982
1577,12.220619079780274
1578,12.342559893588774
1579,12.053725244724053
1580,12.333651520646022
1581,12.029453372933988
1582,12.063411069070266
1583,12.47041549577982
1584,12.290661499965596
1585,12.10924094186415
1586,11.786072706016713
1587,11.880745815352986
1588,12.020557208664856
1589,11.913958979228946
1590,11.997016631994711
1591,11.846435366558726
1592,12.051832664398994
1593,12.248348705443734
1594,12.265596903284901
1595,12.045528382808836
1596,12.299176299011059
1597,12.269949653945698
1598,12.325357086574835
1599,12.306388042748562
1600,12.323686040852017
1601,11.836027712180243
1602,12.03733431691039
1603,11.726530664628449
1604,12.437160991850424
1605,12.561959321318295
1606,12.098764758603254
1607,12.149583464113773
1608,12.428513917178876
1609,12.349444320558597
1610,12.228200503250614
1611,12.05716287752444
1612,12.035243222071617
1613,12.092595768974956
1614,11.968360866656665
1615,11.890166369843902
1616,11.830226366485757
1617,11.95297336689457
1618,12.041576957415725
1619,12.020930954955919
1620,12.283047728719495
1621,12.198005015388928
1622,12.03660131382366
1623,12.423631824612679
1624,12.077719947459478
1625,12.135024233630917
1626,12.19770840328095
1627,12.199620966185662
1628,12.551217647038495
1629,12.346574620276128
1630,12.589164025693146
1631,12.501394709356221
1632,12.614758160909417
1633,12.318458883904626
1634,12.219525081442358
1635,12.253781127735623
1636,12.15919607283081
1637,12.233648720340058
1638,12.333482425982016
1639,12.214644137902122
1640,12.502249699515607
1641,12.17235698128426
1642,12.287060505692319
1643,12.515036014671097
1644,12.569086354448416
1645,12.087783450637238
1646,12.23047768176971
1647,12.250058336165168
1648,12.096470667009546
1649,12.081222203357836
1650,12.155111847537329
1651,12.048494739618443
1652,12.001843413246773
1653,11.980729709380515
1654,12.203351455522334
1655,12.190504442087141
1656,12.253457659532287
1657,12.269413982946327
1658,12.237004069113855
1659,12.207690139355273
1660,12.132569522918475
1661,12.726419619240978
1662,12.76246605573065
1663,12.631754986784184
1664,12.526383381387474
1665,12.584518456791471
1666,12.495614435864319
1667,12.636932617964286
1668,12.585379137807706
1669,12.566203900792058
1670,12.585936770325967
1671,12.379353196243086
1672,12.82330282527
1673,12.793624271063871
1674,12.532896252548042
1675,12.27569921981544
1676,12.296644839334752
1677,12.375534621522082
1678,12.607696878740834
1679,12.55496008115682
1680,12.527352109308296
1681,12.449030594172498
1682,12.538540461985527
1683,12.330503675539282
1684,12.238429608291353
1685,12.150738139015397
1686,12.165611695997608
1687,12.231398319232808
1688,12.33404647968322
1689,12.253935224061816
1690,12.2603499206593
1691,12.28063763844936
1692,12.570034130270937
1693,12.307440591927023
1694,12.250937166986757
1695,12.280306521883855
1696,12.433992327779475
1697,12.275283363194935
1698,12.724191019669393
1699,12.532996528598304
1700,12.329556597798936
1701,12.466834184649498
1702,12.589719180238768
1703,12.588624247183493
1704,12.634776619532055
1705,12.457956856926938
1706,12.738987819561833
1707,12.345013468429128
1708,12.39101995296605
1709,12.695096637572457
1710,12.570495711546366
1711,12.6828923553604
1712,12.493527260976217
1713,12.456669066570406
1714,12.464395984955823
1715,12.453101313570848
1716,12.439815254891178
1717,12.42651356239054
1718,12.185350134182988
1719,12.415166639627962
1720,12.680457465766512
1721,12.427713404198428
1722,12.138784362143129
1723,12.312736928545705
1724,12.472008031244231
1725,12.513164461110108
1726,12.420181455428045
1727,12.300015295353923
1728,12.366900851439345
1729,12.343656131985236
1730,12.342713466465481
1731,12.156576429892654
1732,12.218966268501333
1733,12.175161711883423
1734,12.214998495481845
1735,12.170635469001226
1736,12.10521661370188
1737,12.61496076230466
1738,12.346721367861475
1739,12.864972529501054
1740,12.314381416316069
1741,12.349199651859514
1742,12.404848616070897
1743,12.438800673103197
1744,12.465165456571944
1745,12.312533778556798
1746,12.402080924867663
1747,12.266014877827404
1748,12.452994426585871
1749,12.039584651399581
1750,12.108452572319559
1751,12.333530036450151
1752,12.044018102629918
1753,12.110934525394963
1754,12.312935756397623
1755,12.153440214599
1756,12.142967609904916
1757,12.056666281177046
1758,12.119537512542541
1759,12.161027707465179
1760,12.203257844213555
1761,12.206021259648995
1762,12.294356871411845
1763,12.152612752650185
1764,11.993584469127558
1765,12.225115216367547
1766,12.322886681460233
1767,12.267826482803201
1768,12.111678065446855
1769,12.2609736491958
1770,12.126101635410363
1771,12.09156527451211
1772,12.049144787389363
1773,12.12712499383193
1774,12.097899611285536
1775,12.087884529828235
1776,12.069325719134792
1777,11.97315618063463
1778,12.068853453220065
1779,11.871257996508044
1780,12.258586276732828
1781,12.0787913698799
1782,12.038712988373508
1783,12.2561433568373
1784,12.037457627618052
1785,12.013231402449824
1786,12.119272069926453
1787,12.373856650173307
1788,11.823687348718787
1789,12.02730086322046
1790,11.938923447333945
1791,12.4249559267696
1792,12.157337547453338
1793,12.135257707184198
1794,12.201515295304148
1795,12.14313952090377
1796,11.888433998678591
1797,12.152671308041503
1798,12.002328569618188
1799,12.038395720327568
1800,11.939327897666903
1801,12.100352097685429
1802,12.198210203174641
1803,12.224284046541241
1804,12.062823499910118
1805,12.081747040187198
1806,12.174580644120669
1807,12.324584261284567
1808,12.195703927056591
1809,12.079338497901631
1810,12.323976328896032
1811,11.874023642946167
1812,12.03297739780074
1813,12.21369790327907
1814,12.05759200100846
1815,11.782419686918207
1816,11.954509401511483
1817,12.146291043710795
1818,12.186727806318943
1819,12.083870794929235
1820,11.519809195242066
1821,12.157014896354921
1822,12.324723663738274
1823,11.3847001765951
1824,12.00788803430041
1825,12.035768403123134
1826,11.828727534327642
1827,11.946082932888933
1828,12.078243445431776
1829,12.020573758765678
1830,12.34773420087147
1831,12.366518892843008
